field,field,field,field,field
"12004013","12","4","13","And he said to him, Say now to her, Behold, thou hast been careful for us with all this care; what is to be done for thee? wouldst thou be spoken for to the king, or to the captain of the host? And she answered, I dwell among my own people."
"12004014","12","4","14","And he said, What then is to be done for her? And Gehazi answered, Verily she hath no child, and her husband is old."
"12004015","12","4","15","And he said, Call her. And when he had called her, she stood in the door."
"12004016","12","4","16","And he said, About this season, according to the time of life, thou shalt embrace a son. And she said, No, my lord, thou man of God, do not lie to thy handmaid."
"12004017","12","4","17","And the woman conceived, and bore a son at that season that Elisha had said to her, according to the time of life."
"12004018","12","4","18","And when the child was grown, it happened on a day, that he went out to his father to the reapers."
"12004019","12","4","19","And he said to his father, My head, my head. And he said to a lad, Carry him to his mother."
"12004020","12","4","20","And when he had taken him, and brought him to his mother, he sat on her knees till noon, and then died."
"12004021","12","4","21","And she went up, and laid him on the bed of the man of God, and shut the door upon him, and went out."
"12004022","12","4","22","And she called to her husband, and said, Send me, I pray thee, one of the young men, and one of the asses, that I may run to the man of God, and come again."
"12004023","12","4","23","And he said, Why wilt thou go to him to-day? it is neither new-moon, nor sabbath. And she said, It shall be well."
"12004024","12","4","24","Then she saddled an ass, and said to her servant, Drive, and go forward; slack not thy riding for me, except I bid thee."
"12004025","12","4","25","So she went and came to the man of God to mount Carmel. And it came to pass, when the man of God saw her afar off, that he said to Gehazi his servant, Behold, yonder is that Shunamite:"
"12004026","12","4","26","Run now, I pray thee, to meet her, and say to her, Is it well with thee? Is it well with thy husband? Is it well with the child? and she answered, It is well."
"12004027","12","4","27","And when she came to the man of God to the hill, she caught him by the feet: but Gehazi came near to thrust her away. And the man of God said, Let her alone; for her soul is sorrowful within her: and the LORD hath hid it from me, and hath not told me?"
"12004028","12","4","28","Then she said, Did I ask a son from my lord? did I not say, Do not deceive me."
"12004029","12","4","29","Then he said to Gehazi, Gird up thy loins and take my staff in thy hand, and go thy way: and if thou shalt meet any man, salute him not; and if any shall salute thee, answer him not again: and lay my staff upon the face of the child."
"12004030","12","4","30","And the mother of the child said, As the LORD liveth, and as thy soul liveth, I will not leave thee. And he arose, and followed her."
"12004031","12","4","31","And Gehazi passed on before them, and laid the staff upon the face of the child; but there was neither voice, nor hearing. Wherefore he went again to meet him, and told him, saying, The child is not awaked."
"12004032","12","4","32","And when Elisha had come into the house, behold, the child was dead, and laid upon his bed."
"12004033","12","4","33","He went in therefore, and shut the door upon them both, and prayed to the LORD."
"12004034","12","4","34","And he went up, and lay upon the child, and put his mouth upon his mouth, and his eyes upon his eyes, and his hands upon his hands: and he stretched himself upon the child; and the flesh of the child became warm."
"12004035","12","4","35","Then he returned, and walked in the house to and fro; and went up, and stretched himself upon him: and the child sneezed seven times, and the child opened his eyes."
"12004036","12","4","36","And he called Gehazi, and said, Call this Shunamite. So he called her. And when she had come in to him, he said, Take up thy son."
"12004037","12","4","37","Then she went in, and fell at his feet, and bowed herself to the ground, and took up her son, and went out."
"12004038","12","4","38","And Elisha came again to Gilgal. And there was a dearth in the land; and the sons of the prophets were sitting before him: and he said to his servant, Set on the great pot, and boil pottage for the sons of the prophets."
"12004039","12","4","39","And one went out into the field to gather herbs, and found a wild vine, and gathered from it wild gourds his lap full, and came and shred them into the pot of pottage: for they knew them not."
"12004040","12","4","40","So they poured out for the men to eat. And it came to pass, as they were eating of the pottage, that they cried out, and said, O thou man of God, there is death in the pot. And they could not eat of it."
"12004041","12","4","41","But he said, Then bring meal. And he cast it into the pot; and he said, Pour out for the people, that they may eat. And there was no harm in the pot."
"12004042","12","4","42","And there came a man from Baal-shalisha, and brought the man of God bread of the first fruits, twenty loaves of barley, and full ears of corn in its husk. And he said, Give to the people, that they may eat."
"12004043","12","4","43","And his servitor said, What, should I set this before a hundred men? He said again, Give the people, that they may eat: for thus saith the LORD, They shall eat, and shall leave of it."
"12004044","12","4","44","So he set it before them, and they ate, and left of it, according to the word of the LORD."
"12005001","12","5","1","Now Naaman, captain of the army of the king of Syria, was a great man with his master, and honorable, because by him the LORD had given deliverance to Syria: he was also a mighty man in valor, but he was a leper."
